iter	Passed	Remaining
357	1187	3789
358	1191	3785
359	1194	3783
360	1198	3780
361	1201	3778
362	1205	3775
363	1208	3773
364	1212	3770
365	1215	3766
366	1218	3762
367	1221	3758
368	1224	3754
369	1227	3750
370	1231	3746
371	1234	3742
372	1237	3738
373	1240	3734
374	1243	3730
375	1246	3725
376	1249	3722
377	1252	3718
378	1255	3714
379	1258	3710
380	1261	3706
381	1265	3702
382	1267	3697
383	1271	3694
384	1274	3689
385	1277	3685
386	1280	3681
387	1283	3677
388	1286	3674
389	1289	3670
390	1292	3665
391	1295	3661
392	1298	3658
393	1301	3654
394	1305	3650
395	1308	3646
396	1311	3643
397	1314	3639
398	1317	3636
399	1320	3632
400	1324	3629
401	1326	3624
402	1330	3621
403	1333	3617
404	1336	3613
405	1339	3609
406	1342	3605
407	1345	3601
408	1348	3598
409	1352	3595
410	1355	3591
411	1358	3588
412	1362	3584
413	1365	3580
414	1368	3576
415	1370	3572
416	1374	3568
417	1377	3564
418	1380	3560
419	1383	3556
420	1386	3553
421	1389	3549
422	1392	3546
423	1395	3542
424	1398	3538
425	1402	3534
426	1405	3530
427	1408	3526
428	1411	3523
429	1414	3519
430	1418	3517
431	1422	3517
432	1426	3515
433	1429	3511
434	1433	3509
435	1436	3506
436	1440	3503
437	1443	3500
438	1447	3497
439	1450	3494
440	1453	3490
441	1456	3486
442	1459	3482
443	1462	3478
444	1465	3474
445	1468	3471
446	1471	3467
447	1475	3464
448	1478	3460
449	1481	3456
450	1484	3452
451	1487	3449
452	1490	3445
453	1493	3442
454	1496	3437
455	1499	3434
456	1503	3430
457	1506	3426
458	1509	3423
459	1512	3419
460	1515	3415
461	1518	3411
462	1522	3409
463	1525	3406
464	1529	3403
465	1532	3401
466	1535	3397
467	1539	3394
468	1542	3390
469	1545	3386
470	1548	3382
471	1551	3379
472	1554	3375
473	1557	3372
474	1560	3368
475	1563	3364
476	1566	3360
477	1569	3356
478	1573	3352
479	1576	3349
480	1579	3345
481	1582	3341
482	1585	3338
483	1588	3334
484	1591	3331
485	1594	3327
486	1597	3323
487	1601	3320
488	1604	3316
489	1607	3313
490	1610	3309
491	1613	3305
492	1616	3301
493	1619	3297
494	1622	3294
495	1626	3292
496	1630	3290
497	1633	3287
498	1637	3283
499	1640	3280
500	1643	3276
501	1646	3273
502	1649	3269
503	1652	3266
504	1655	3261
505	1658	3258
506	1661	3254
507	1664	3250
508	1667	3247
509	1671	3243
510	1674	3240
511	1677	3236
512	1680	3233
513	1683	3229
514	1686	3225
515	1689	3222
516	1692	3218
517	1695	3215
518	1699	3211
519	1702	3208
520	1706	3206
521	1710	3204
522	1713	3201
523	1717	3199
524	1721	3196
525	1724	3193
526	1728	3190
527	1731	3186
528	1734	3184
529	1738	3181
530	1741	3178
531	1744	3175
532	1748	3171
533	1751	3168
534	1754	3164
535	1757	3161
536	1761	3158
537	1764	3154
538	1767	3151
539	1770	3148
540	1774	3145
541	1778	3142
542	1781	3139
543	1784	3136
544	1788	3133
545	1791	3130
546	1795	3127
547	1798	3124
548	1801	3121
549	1805	3118
550	1808	3114
551	1812	3112
552	1815	3108
553	1818	3105
554	1821	3102
555	1825	3098
556	1828	3095
557	1831	3092
558	1835	3089
559	1838	3086
560	1841	3083
561	1844	3078
562	1847	3075
563	1850	3071
564	1854	3068
565	1857	3065
566	1861	3063
567	1864	3059
568	1868	3056
569	1871	3053
570	1875	3050
571	1878	3048
572	1882	3045
573	1885	3041
574	1889	3038
575	1892	3035
576	1895	3032
577	1899	3029
578	1902	3026
579	1906	3023
580	1909	3021
581	1913	3018
582	1917	3015
583	1920	3011
584	1923	3009
585	1927	3006
586	1931	3003
587	1934	3000
588	1938	2997
589	1941	2994
590	1944	2991
591	1948	2988
592	1951	2985
593	1955	2982
594	1958	2978
595	1961	2975
596	1964	2972
597	1968	2968
598	1971	2965
599	1975	2962
600	1978	2960
601	1982	2957
602	1986	2954
603	1990	2952
604	1993	2949
605	1997	2947
606	2001	2945
607	2006	2943
608	2009	2940
609	2013	2938
610	2018	2936
611	2022	2935
612	2026	2931
613	2029	2929
614	2034	2927
615	2038	2925
616	2042	2923
617	2046	2920
618	2050	2918
619	2054	2916
620	2058	2913
621	2062	2910
622	2065	2907
623	2067	2903
624	2071	2900
625	2075	2897
626	2079	2894
627	2082	2891
628	2086	2889
629	2089	2886
630	2093	2883
631	2097	2880
632	2100	2877
633	2104	2874
634	2107	2871
635	2110	2867
636	2114	2864
637	2118	2861
638	2121	2858
639	2124	2855
640	2128	2852
641	2131	2849
642	2135	2845
643	2138	2842
644	2142	2839
645	2145	2836
646	2148	2833
647	2152	2830
648	2155	2826
649	2159	2823
650	2162	2820
651	2166	2817
652	2169	2814
653	2173	2811
654	2176	2808
655	2180	2805
656	2184	2802
657	2188	2800
658	2192	2797
659	2195	2794
660	2199	2792
661	2203	2788
662	2207	2786
663	2211	2784
664	2214	2780
665	2218	2777
666	2221	2774
667	2224	2770
668	2227	2767
669	2231	2763
670	2234	2760
671	2237	2757
672	2240	2753
673	2244	2750
674	2247	2747
675	2250	2743
676	2254	2740
677	2257	2737
678	2261	2733
679	2264	2730
680	2267	2727
681	2271	2723
682	2274	2720
683	2277	2717
684	2281	2714
685	2284	2710
686	2287	2707
687	2291	2704
688	2294	2700
689	2297	2697
690	2301	2693
691	2304	2690
692	2307	2687
693	2311	2684
694	2314	2680
695	2318	2677
696	2322	2675
697	2325	2672
698	2329	2668
699	2332	2665
700	2335	2662
701	2339	2658
702	2342	2655
703	2345	2652
704	2348	2648
705	2352	2645
706	2355	2641
707	2358	2638
708	2361	2634
709	2364	2631
710	2368	2627
711	2371	2625
712	2375	2621
713	2378	2618
714	2381	2615
715	2385	2612
716	2389	2609
717	2393	2606
718	2396	2603
719	2399	2599
720	2403	2596
721	2405	2592
722	2408	2588
723	2412	2585
724	2415	2582
725	2419	2579
726	2422	2576
727	2426	2572
728	2429	2569
729	2433	2566
730	2436	2563
731	2439	2559
732	2442	2555
733	2446	2552
734	2449	2549
735	2452	2546
736	2456	2542
737	2459	2539
738	2462	2536
739	2466	2532
740	2469	2529
741	2472	2525
742	2475	2522
743	2479	2519
744	2482	2515
745	2486	2512
746	2489	2509
747	2492	2505
748	2495	2502
749	2498	2498
750	2501	2495
751	2505	2491
752	2508	2488
753	2511	2484
754	2514	2480
755	2517	2477
756	2521	2474
757	2524	2471
758	2527	2467
759	2531	2464
760	2534	2461
761	2538	2458
762	2541	2454
763	2544	2451
764	2548	2448
765	2552	2445
766	2555	2442
767	2559	2439
768	2563	2436
769	2566	2433
770	2570	2430
771	2573	2426
772	2576	2423
773	2579	2419
774	2582	2416
775	2586	2412
776	2588	2408
777	2591	2405
778	2595	2402
779	2599	2399
780	2602	2395
781	2604	2391
782	2607	2387
783	2610	2384
784	2614	2381
785	2617	2377
786	2620	2374
787	2624	2371
788	2627	2368
789	2631	2364
790	2634	2361
791	2636	2357
792	2640	2354
793	2643	2350
794	2647	2347
795	2650	2344
796	2654	2341
797	2658	2338
798	2661	2335
799	2665	2332
800	2668	2328
801	2672	2325
802	2676	2322
803	2679	2319
804	2683	2316
805	2686	2313
806	2689	2309
807	2692	2306
808	2696	2302
809	2699	2299
810	2703	2296
811	2706	2293
812	2709	2289
813	2713	2286
814	2716	2283
815	2719	2279
816	2723	2276
817	2726	2272
818	2729	2269
819	2732	2266
820	2736	2262
821	2739	2259
822	2743	2256
823	2746	2253
824	2749	2249
825	2753	2246
826	2756	2243
827	2760	2240
828	2763	2236
829	2766	2233
830	2770	2230
831	2773	2226
832	2776	2223
833	2779	2219
834	2783	2216
835	2785	2212
836	2789	2209
837	2792	2205
838	2795	2202
839	2798	2199
840	2802	2195
841	2805	2192
842	2808	2189
843	2812	2185
844	2815	2182
845	2819	2179
846	2823	2176
847	2826	2173
848	2830	2170
849	2833	2167
850	2837	2163
851	2840	2160
852	2843	2157
853	2847	2153
854	2850	2150
855	2853	2146
856	2857	2143
857	2860	2140
858	2864	2137
859	2868	2134
860	2872	2131
861	2876	2128
862	2880	2126
863	2883	2122
864	2887	2119
865	2890	2116
866	2893	2112
867	2897	2109
868	2900	2106
869	2904	2103
870	2907	2099
871	2911	2096
872	2914	2093
873	2917	2089
874	2921	2086
875	2924	2083
876	2927	2079
877	2931	2076
878	2934	2073
879	2937	2069
880	2940	2066
881	2944	2062
882	2947	2059
883	2950	2056
884	2954	2052
885	2957	2049
886	2961	2046
887	2964	2043
888	2967	2039
889	2971	2036
890	2974	2033
891	2978	2029
892	2981	2026
893	2984	2023
894	2988	2019
895	2991	2016
896	2995	2013
897	2998	2010
898	3001	2006
899	3004	2003
900	3008	1999
901	3011	1996
902	3014	1993
903	3018	1989
904	3021	1986
905	3024	1983
906	3028	1979
907	3031	1976
908	3034	1973
909	3038	1969
910	3041	1966
911	3044	1962
912	3047	1959
913	3051	1956
914	3054	1952
915	3057	1949
916	3060	1946
917	3064	1942
918	3067	1939
919	3070	1935
920	3074	1932
921	3077	1929
922	3080	1925
923	3083	1922
924	3087	1918
925	3090	1915
926	3093	1912
927	3096	1908
928	3099	1905
929	3103	1902
930	3106	1898
931	3109	1895
932	3112	1891
933	3116	1888
934	3119	1885
935	3122	1881
936	3126	1878
937	3129	1874
938	3133	1871
939	3136	1868
940	3139	1865
941	3143	1861
942	3146	1858
943	3149	1855
944	3152	1851
945	3156	1848
946	3159	1844
947	3162	1841
948	3166	1838
949	3169	1834
950	3172	1831
951	3175	1828
952	3179	1824
953	3182	1821
954	3186	1818
955	3189	1815
956	3193	1811
957	3196	1808
958	3200	1805
959	3203	1801
960	3206	1798
961	3210	1795
962	3214	1792
963	3217	1789
964	3221	1786
965	3224	1782
966	3228	1779
967	3231	1776
968	3235	1773
969	3239	1769
970	3242	1766
971	3245	1762
972	3248	1759
973	3252	1756
974	3255	1752
975	3258	1749
976	3261	1746
977	3265	1742
978	3268	1739
979	3271	1736
980	3275	1732
981	3278	1729
982	3281	1725
983	3284	1722
984	3288	1719
985	3291	1715
986	3295	1712
987	3298	1709
988	3301	1705
989	3304	1702
990	3308	1699
991	3311	1695
992	3315	1692
993	3318	1689
994	3321	1685
995	3324	1682
996	3328	1679
997	3331	1675
998	3334	1672
999	3338	1669
1000	3341	1665
1001	3346	1663
1002	3348	1659
1003	3351	1655
1004	3354	1652
1005	3358	1649
1006	3361	1645
1007	3365	1642
1008	3368	1639
1009	3371	1635
1010	3375	1632
1011	3378	1629
1012	3382	1626
1013	3385	1622
1014	3388	1619
1015	3392	1615
1016	3395	1612
1017	3399	1609
1018	3402	1605
1019	3405	1602
1020	3409	1599
1021	3412	1596
1022	3416	1592
1023	3419	1589
1024	3423	1586
1025	3426	1582
1026	3429	1579
1027	3433	1576
1028	3436	1572
1029	3439	1569
1030	3442	1566
1031	3446	1562
1032	3449	1559
1033	3453	1556
1034	3456	1552
1035	3459	1549
1036	3462	1545
1037	3465	1542
1038	3468	1539
1039	3472	1535
1040	3474	1531
1041	3478	1528
1042	3481	1525
1043	3484	1522
1044	3487	1518
1045	3491	1515
1046	3494	1511
1047	3496	1508
1048	3499	1504
1049	3502	1501
1050	3506	1497
1051	3509	1494
1052	3512	1491
1053	3515	1487
1054	3519	1484
1055	3522	1481
1056	3526	1477
1057	3529	1474
1058	3532	1471
1059	3536	1467
1060	3540	1464
1061	3543	1461
1062	3547	1458
1063	3551	1455
1064	3555	1452
1065	3558	1448
1066	3562	1445
1067	3565	1442
1068	3568	1438
1069	3572	1435
1070	3575	1432
1071	3579	1428
1072	3582	1425
1073	3585	1422
1074	3589	1418
1075	3592	1415
1076	3594	1411
1077	3598	1408
1078	3601	1405
1079	3605	1402
1080	3608	1398
1081	3612	1395
1082	3615	1392
1083	3618	1388
1084	3621	1385
1085	3624	1381
1086	3628	1378
1087	3631	1375
1088	3634	1371
1089	3638	1368
1090	3641	1365
1091	3644	1361
1092	3648	1358
1093	3651	1355
1094	3655	1351
1095	3658	1348
1096	3661	1345
1097	3665	1341
1098	3669	1338
1099	3672	1335
1100	3676	1332
1101	3679	1328
1102	3682	1325
1103	3686	1322
1104	3689	1318
1105	3693	1315
1106	3697	1312
1107	3701	1309
1108	3705	1306
1109	3709	1303
1110	3713	1300
1111	3717	1297
1112	3722	1294
1113	3726	1291
1114	3730	1288
1115	3735	1285
1116	3739	1282
1117	3744	1279
1118	3748	1276
1119	3753	1273
1120	3758	1270
1121	3763	1267
1122	3767	1264
1123	3771	1261
1124	3775	1258
1125	3779	1255
1126	3782	1251
1127	3785	1248
1128	3789	1245
1129	3792	1241
1130	3796	1238
1131	3798	1234
1132	3802	1231
1133	3805	1228
1134	3809	1225
1135	3813	1221
1136	3816	1218
1137	3820	1215
1138	3823	1211
1139	3827	1208
1140	3831	1205
1141	3835	1202
1142	3839	1199
1143	3843	1195
1144	3846	1192
1145	3850	1189
1146	3853	1186
1147	3857	1182
1148	3861	1179
1149	3864	1176
1150	3867	1172
1151	3870	1169
1152	3874	1166
1153	3878	1162
1154	3882	1159
1155	3886	1156
1156	3890	1153
1157	3894	1150
1158	3897	1146
1159	3901	1143
1160	3904	1139
1161	3907	1136
1162	3911	1133
1163	3914	1130
1164	3918	1126
1165	3922	1123
1166	3926	1120
1167	3930	1117
1168	3933	1113
1169	3937	1110
1170	3941	1107
1171	3944	1104
1172	3948	1100
1173	3951	1097
1174	3954	1093
1175	3957	1090
1176	3961	1087
1177	3964	1083
1178	3968	1080
1179	3971	1077
1180	3975	1073
1181	3978	1070
1182	3982	1067
1183	3986	1063
1184	3990	1060
1185	3993	1057
1186	3996	1053
1187	3999	1050
1188	4003	1047
1189	4006	1043
1190	4009	1040
1191	4011	1036
1192	4014	1033
1193	4017	1029
1194	4020	1026
1195	4023	1022
1196	4026	1019
1197	4029	1015
1198	4033	1012
1199	4036	1009
1200	4039	1005
1201	4042	1002
1202	4045	998
1203	4049	995
1204	4051	991
1205	4055	988
1206	4058	985
1207	4061	981
1208	4064	978
1209	4067	974
1210	4070	971
1211	4073	968
1212	4077	964
1213	4080	961
1214	4083	957
1215	4086	954
1216	4089	951
1217	4093	947
1218	4096	944
1219	4099	940
1220	4103	937
1221	4106	934
1222	4109	930
1223	4112	927
1224	4115	923
1225	4119	920
1226	4122	917
1227	4125	913
1228	4128	910
1229	4131	906
1230	4134	903
1231	4137	900
1232	4140	896
1233	4143	893
1234	4147	889
1235	4150	886
1236	4153	883
1237	4156	879
1238	4160	876
1239	4163	872
1240	4166	869
1241	4169	866
1242	4173	862
1243	4176	859
1244	4180	856
1245	4183	852
1246	4186	849
1247	4189	845
1248	4192	842
1249	4195	839
1250	4198	835
1251	4201	832
1252	4204	828
1253	4207	825
1254	4211	822
1255	4214	818
1256	4217	815
1257	4220	811
1258	4223	808
1259	4226	805
1260	4230	801
1261	4233	798
1262	4236	794
1263	4239	791
1264	4243	788
1265	4246	784
1266	4250	781
1267	4252	778
1268	4256	774
1269	4259	771
1270	4262	767
1271	4265	764
1272	4268	761
1273	4271	757
1274	4275	754
1275	4278	751
1276	4281	747
1277	4284	744
1278	4287	740
1279	4291	737
1280	4294	734
1281	4297	730
1282	4300	727
1283	4303	723
1284	4306	720
1285	4309	717
1286	4313	713
1287	4316	710
1288	4318	706
1289	4321	703
1290	4324	700
1291	4327	696
1292	4330	693
1293	4334	689
1294	4337	686
1295	4340	683
1296	4343	679
1297	4346	676
1298	4350	673
1299	4353	669
1300	4356	666
1301	4360	663
1302	4363	659
1303	4366	656
1304	4369	652
1305	4372	649
1306	4375	646
1307	4378	642
1308	4381	639
1309	4384	635
1310	4387	632
1311	4390	629
1312	4393	625
1313	4396	622
1314	4400	619
1315	4403	615
1316	4406	612
1317	4409	608
1318	4412	605
1319	4416	602
1320	4418	598
1321	4421	595
1322	4425	592
1323	4428	588
1324	4432	585
1325	4435	582
1326	4438	578
1327	4441	575
1328	4444	571
1329	4447	568
1330	4450	565
1331	4454	561
1332	4457	558
1333	4460	555
1334	4463	551
1335	4466	548
1336	4469	544
1337	4472	541
1338	4476	538
1339	4479	534
1340	4483	531
1341	4486	528
1342	4489	524
1343	4492	521
1344	4496	518
1345	4499	514
1346	4502	511
1347	4505	508
1348	4508	504
1349	4512	501
1350	4515	497
1351	4518	494
1352	4521	491
1353	4524	487
1354	4527	484
1355	4530	481
1356	4533	477
1357	4536	474
1358	4539	470
1359	4542	467
1360	4545	464
1361	4548	460
1362	4551	457
1363	4555	454
1364	4558	450
1365	4562	447
1366	4566	444
1367	4569	440
1368	4572	437
1369	4576	434
1370	4578	430
1371	4581	427
1372	4585	424
1373	4587	420
1374	4590	417
1375	4593	413
1376	4596	410
1377	4599	407
1378	4602	403
1379	4605	400
1380	4609	397
1381	4612	393
1382	4615	390
1383	4618	387
1384	4621	383
1385	4624	380
1386	4628	377
1387	4631	373
1388	4634	370
1389	4638	367
1390	4641	363
1391	4644	360
1392	4647	356
1393	4650	353
1394	4653	350
1395	4656	346
1396	4660	343
1397	4663	340
1398	4666	336
1399	4669	333
1400	4672	330
1401	4675	326
1402	4678	323
1403	4681	320
1404	4684	316
1405	4688	313
1406	4691	310
1407	4693	306
1408	4697	303
1409	4700	300
1410	4703	296
1411	4706	293
1412	4709	289
1413	4712	286
1414	4716	283
1415	4719	279
1416	4722	276
1417	4725	273
1418	4728	269
1419	4732	266
1420	4735	263
1421	4738	259
1422	4741	256
1423	4744	253
1424	4747	249
1425	4750	246
1426	4753	243
1427	4756	239
1428	4759	236
1429	4763	233
1430	4766	229
1431	4769	226
1432	4772	223
1433	4775	219
1434	4778	216
1435	4782	213
1436	4785	209
1437	4788	206
1438	4791	203
1439	4795	199
1440	4798	196
1441	4801	193
1442	4804	189
1443	4807	186
1444	4810	183
1445	4813	179
1446	4817	176
1447	4820	173
1448	4823	169
1449	4826	166
1450	4830	163
1451	4833	159
1452	4836	156
1453	4839	153
1454	4842	149
1455	4845	146
1456	4848	143
1457	4852	139
1458	4855	136
1459	4858	133
1460	4861	129
1461	4864	126
1462	4866	123
1463	4869	119
1464	4873	116
1465	4877	113
1466	4880	109
1467	4883	106
1468	4887	103
1469	4890	99
1470	4892	96
1471	4895	93
1472	4898	89
1473	4902	86
1474	4905	83
1475	4908	79
1476	4910	76
1477	4913	73
1478	4916	69
1479	4919	66
1480	4922	63
1481	4925	59
1482	4929	56
1483	4932	53
1484	4935	49
1485	4938	46
1486	4941	43
1487	4944	39
1488	4947	36
1489	4951	33
1490	4954	29
1491	4957	26
1492	4960	23
1493	4964	19
1494	4967	16
1495	4970	13
1496	4973	9
1497	4976	6
1498	4979	3
1499	4982	0
