iter	MAPE	RMSE
404	35.0318524	320013.0087
405	35.02448568	319963.1721
406	35.0145149	319922.0954
407	35.00613601	319872.4133
408	34.99783502	319822.8561
409	34.9916202	319773.3716
410	34.98876428	319723.8875
411	34.99525092	319674.5459
412	34.98730029	319625.1488
413	34.97808075	319575.8996
414	34.97009153	319526.5476
415	34.96652378	319477.4818
416	34.97047494	319428.4526
417	34.96157454	319379.486
418	34.95728084	319330.6043
419	34.9454722	319265.2612
420	34.9536206	319216.4479
421	34.95752993	319144.4754
422	34.94878279	319095.6333
423	34.9440113	319046.9444
424	34.95025585	318998.4325
425	34.94220381	318949.8126
426	34.94175904	318901.4048
427	34.93875611	318852.9863
428	34.93451458	318804.6896
429	34.94051814	318756.5051
430	34.93672107	318708.3406
431	34.92793654	318660.2383
432	34.9197359	318612.0273
433	34.91108447	318523.1294
434	34.90099234	318475.2229
435	34.88336101	318386.3874
436	34.87660189	318338.4728
437	34.87108029	318290.7931
438	34.86923274	318243.1655
439	34.85083655	318154.6026
440	34.84990666	318107.1015
441	34.83623686	318018.6755
442	34.83565297	317971.316
443	34.82662045	317882.9318
444	34.82770396	317835.6546
445	34.80651119	317747.5058
446	34.80461942	317700.3571
447	34.80370426	317653.2075
448	34.79675181	317606.0654
449	34.78630222	317558.613
450	34.77840445	317511.6338
451	34.76762329	317464.4345
452	34.7765759	317417.6173
453	34.77547491	317370.8885
454	34.77371541	317324.2587
455	34.77292667	317277.7047
456	34.76875353	317231.1479
457	34.7655381	317184.6988
458	34.75834237	317138.0996
459	34.75878764	317091.7378
460	34.75272416	317004.693
461	34.7437071	316958.3056
462	34.73835771	316889.221
463	34.74250753	316843.1237
464	34.7332349	316796.987
465	34.72354162	316750.8846
466	34.72225006	316704.9868
467	34.71893352	316659.1126
468	34.71674516	316613.352
469	34.71430776	316567.5962
470	34.70991188	316481.0565
471	34.71661939	316435.4419
472	34.71269521	316389.8458
473	34.70414583	316344.2103
474	34.70200774	316298.8348
475	34.69268189	316253.3572
476	34.68579128	316208.0651
477	34.68426854	316162.8723
478	34.67900805	316117.6789
479	34.67193199	316072.4084
480	34.66574997	316027.0988
481	34.6606694	315981.9277
482	34.66748338	315937.006
483	34.66792822	315892.1078
484	34.66620413	315847.3345
485	34.67171656	315802.6048
486	34.66396733	315757.7263
487	34.66321123	315716.8948
488	34.66242402	315672.2251
489	34.65471435	315627.5353
490	34.66060152	315583.0406
491	34.65388516	315538.4901
492	34.65185507	315494.0918
493	34.65280252	315449.7781
494	34.65784891	315405.2881
495	34.65306293	315360.8585
496	34.64885333	315316.6264
497	34.64880888	315272.5006
498	34.64310174	315228.4307
499	34.63856769	315184.2406
500	34.64269924	315140.2888
501	34.63413944	315073.3425
502	34.63102871	315029.3204
503	34.62301242	314944.5726
504	34.62060414	314900.9349
505	34.61213326	314816.4828
506	34.60213345	314753.0267
507	34.59732309	314709.3772
508	34.59388249	314665.9674
509	34.5885244	314622.4751
510	34.57964926	314579.1336
511	34.57798855	314535.8729
512	34.57310545	314492.6703
513	34.56305692	314408.6341
514	34.55864745	314365.4186
515	34.54795338	314322.2524
516	34.53799869	314238.5971
517	34.53856822	314195.6396
518	34.53777727	314154.9901
519	34.52437364	314071.3884
520	34.5290736	314028.569
521	34.51978463	313985.3279
522	34.51313761	313942.5357
523	34.50765729	313899.7518
524	34.4978935	313856.9988
525	34.49425851	313814.3658
526	34.48601334	313771.539
527	34.48597856	313729.1403
528	34.48104398	313686.5848
529	34.47605104	313603.4266
530	34.47343648	313561.1937
531	34.47054017	313519.0172
532	34.46257533	313476.8494
533	34.45557158	313434.6999
534	34.44895293	313392.6718
535	34.44636863	313350.7437
536	34.4381633	313308.7219
537	34.43821421	313266.8892
538	34.44993658	313224.9781
539	34.44456029	313142.6496
540	34.43886329	313060.4541
541	34.43045684	312986.635
542	34.42919932	312945.0984
543	34.42522215	312903.4679
544	34.42049788	312861.9989
545	34.41798943	312820.628
546	34.41989832	312779.1746
547	34.41228988	312737.7793
548	34.40912741	312696.5764
549	34.40121442	312655.3986
550	34.39762977	312614.3082
551	34.39404044	312532.6468
552	34.39922242	312491.6299
553	34.39458557	312450.6283
554	34.38783643	312409.4846
555	34.38031271	312368.5519
556	34.38476821	312327.7669
557	34.38206254	312287.0198
558	34.37647919	312246.171
559	34.37279579	312205.5252
560	34.36526037	312124.4869
561	34.36357709	312084.0042
562	34.35725703	312043.4712
563	34.3480338	312002.9914
564	34.34433884	311962.648
565	34.34454894	311922.1842
566	34.33868967	311841.4013
567	34.33653512	311801.18
568	34.32182844	311720.4559
569	34.31977493	311680.3062
570	34.31775925	311639.841
571	34.33380732	311599.2455
572	34.34171185	311559.1874
573	34.33911476	311518.9221
574	34.3324464	311478.9459
575	34.32885802	311438.7871
576	34.32953813	311398.5598
577	34.32545145	311358.6791
578	34.32538105	311318.8557
579	34.31829922	311278.8981
580	34.30909385	311216.6441
581	34.31656905	311176.3839
582	34.31970644	311136.227
583	34.322138	311096.481
584	34.32322443	311056.7781
585	34.3089657	311016.6939
586	34.3038671	310977.068
587	34.29853132	310936.1385
588	34.28020084	310856.4878
589	34.27458947	310817.0281
590	34.26945877	310755.4088
591	34.26135691	310716.0823
592	34.26213273	310676.8597
593	34.26181066	310636.8499
594	34.25992555	310597.71
595	34.25425177	310558.5466
596	34.24875086	310519.4282
597	34.24885608	310480.2182
598	34.24730673	310441.2027
599	34.24876971	310402.2346
600	34.24640726	310363.1266
601	34.23528072	310324.2009
602	34.23139638	310282.6553
603	34.22647057	310203.7781
604	34.23207362	310165.1538
605	34.23151359	310126.4269
606	34.23359622	310087.7453
607	34.22740732	310049.2328
608	34.21995321	310010.738
609	34.21528111	309970.7484
610	34.20062834	309892.1278
611	34.20955667	309852.1511
612	34.20860813	309813.8646
613	34.21199464	309775.5904
614	34.20951169	309737.4084
615	34.20220872	309699.1701
616	34.19418974	309661.034
617	34.19408181	309623.004
618	34.20493695	309584.7116
619	34.21510441	309546.7663
620	34.20637846	309468.5767
621	34.20013943	309430.531
622	34.20395343	309392.7203
623	34.20346524	309352.9152
624	34.1966346	309315.0917
625	34.20027966	309277.1916
626	34.20480943	309239.5176
627	34.21488777	309201.902
628	34.20264721	309164.2687
629	34.19949278	309126.7139
630	34.19089197	309066.726
631	34.18901566	309029.3622
632	34.18483646	308991.8428
633	34.17449653	308954.3927
634	34.17670927	308917.0731
635	34.16480061	308840.0215
636	34.17435504	308802.863
637	34.16114443	308725.9312
638	34.15896331	308688.721
639	34.15163124	308651.6614
640	34.15222207	308611.9669
641	34.1436252	308552.9044
642	34.14426326	308516.0286
643	34.14339288	308479.2037
644	34.14194598	308442.3811
645	34.14688833	308402.7075
646	34.14628699	308365.9821
647	34.14685027	308329.2898
648	34.14988173	308292.6503
649	34.14680917	308255.9996
650	34.146264	308219.4809
651	34.14809992	308182.7585
652	34.13997159	308146.011
653	34.13033882	308109.5332
654	34.12876707	308073.213
655	34.12774984	308033.5433
656	34.12232954	307957.705
657	34.12545268	307889.7409
658	34.12587899	307853.3433
659	34.11959157	307817.0993
660	34.12799867	307780.6973
661	34.12575824	307744.6645
662	34.11993874	307669.1977
663	34.11382631	307632.9504
664	34.11205032	307597.0518
665	34.10557648	307561.0201
666	34.10644214	307525.0471
667	34.10796413	307488.8553
668	34.10713098	307449.3936
669	34.11516542	307413.5655
670	34.10936744	307377.8573
671	34.09756552	307338.5445
672	34.0974091	307302.9952
673	34.09337115	307267.406
674	34.07778502	307192.3965
675	34.06827132	307117.4363
676	34.07257187	307081.9728
677	34.0661043	307046.4181
678	34.06838869	307011.1471
679	34.06208287	306975.8803
680	34.0611053	306940.7147
681	34.0598514	306905.5716
682	34.05903701	306870.4286
683	34.0649628	306835.3465
684	34.06061414	306800.2356
685	34.06061425	306765.3109
686	34.05798376	306690.7357
687	34.05137859	306633.8554
688	34.04590071	306598.97
689	34.04560112	306564.2264
690	34.05484367	306529.2279
691	34.05177035	306494.5863
692	34.04641434	306459.9857
693	34.04598057	306425.2545
694	34.05803668	306390.6905
695	34.04664128	306316.7881
696	34.03725021	306282.0388
697	34.037582	306247.5805
698	34.02274613	306190.9239
699	34.0230938	306151.6456
700	34.01737072	306117.2336
701	34.01846224	306043.7418
702	34.0120127	306009.4841
703	34.01140084	305970.3093
704	34.00654892	305936.0913
705	34.00489049	305902.0087
706	34.0064131	305867.889
707	34.00524367	305828.7658
708	33.99857565	305773.1158
709	33.99800861	305739.1518
710	33.9940093	305705.1649
711	33.98203332	305671.0974
712	33.9775857	305637.1096
713	33.97306138	305603.2042
714	33.97072728	305569.4312
715	33.97903099	305535.7327
716	33.97211182	305502.0591
717	33.96455558	305446.3716
718	33.96108275	305412.8352
719	33.95500865	305340.1911
720	33.94863203	305306.5646
721	33.94807894	305273.173
722	33.93957679	305200.7074
723	33.93549438	305167.235
724	33.9332216	305133.965
725	33.92997862	305100.7451
726	33.92349027	305066.9745
727	33.92198523	305033.8446
728	33.91457434	304961.6173
729	33.92714086	304928.5017
730	33.92663644	304895.5171
731	33.92249409	304862.4581
732	33.92667211	304823.4117
733	33.92063052	304790.4124
734	33.91603064	304757.3559
735	33.913351	304724.4876
736	33.90761753	304652.5894
737	33.90468261	304619.8212
738	33.89931373	304548.21
739	33.89401357	304515.4523
740	33.8936928	304482.8599
741	33.89495411	304444.0026
742	33.89205613	304372.5084
743	33.89021759	304339.9717
744	33.88537027	304301.2249
745	33.8809618	304268.6644
746	33.86692851	304197.5006
747	33.86869657	304164.9475
748	33.86858977	304132.6054
749	33.86758359	304100.3007
750	33.86310489	304067.9507
751	33.86094562	304035.7208
752	33.85989162	304003.4038
753	33.8540906	303971.1113
754	33.8503777	303938.9456
755	33.85024433	303906.9028
756	33.8569816	303874.8466
757	33.85580462	303842.8887
758	33.85437891	303804.1766
759	33.84574809	303772.0546
760	33.84516041	303740.2073
761	33.84612129	303701.5357
762	33.83656368	303669.2574
763	33.83151026	303637.4422
764	33.83535883	303605.6388
765	33.8327936	303557.2886
766	33.83325092	303525.5926
767	33.82864718	303493.7753
768	33.83412109	303462.0721
769	33.82905664	303427.4798
770	33.8354458	303395.819
771	33.83819117	303364.3097
772	33.83627211	303332.8448
773	33.83589756	303294.2817
774	33.83365043	303262.9092
775	33.81918263	303192.9897
776	33.81757476	303154.5179
777	33.81649421	303116.1026
778	33.81397606	303084.6332
779	33.81472868	303046.225
780	33.81086222	303014.8928
781	33.81046982	302983.695
782	33.80990115	302952.5386
783	33.81049117	302921.4062
784	33.80908679	302890.3323
785	33.80409788	302859.2233
786	33.8021003	302828.183
787	33.79679308	302797.1118
788	33.79258095	302727.7997
789	33.78598984	302658.5729
790	33.78955717	302627.5136
791	33.78929891	302596.7404
792	33.79256981	302565.9675
793	33.78581574	302535.2252
794	33.78362436	302504.558
795	33.78729983	302466.168
796	33.7873317	302435.4785
797	33.78916177	302383.2027
798	33.79159401	302352.2904
799	33.79150551	302321.6206
800	33.785217	302291.0569
801	33.78351825	302260.6593
802	33.77424491	302191.9376
803	33.76963219	302161.4977
804	33.76849243	302131.184
805	33.76639728	302100.8144
806	33.76580986	302070.6216
807	33.76582113	302040.4763
808	33.77250053	302010.3662
809	33.77295281	301980.3058
810	33.78244168	301950.2413
811	33.77864453	301920.1724
812	33.77188403	301890.0801
813	33.7648109	301821.9343
814	33.76417659	301792.0378
815	33.76596408	301762.1714
816	33.76138966	301732.3661
817	33.75553633	301664.4717
818	33.74697958	301634.6773
819	33.74184951	301604.9171
820	33.73772434	301575.1968
821	33.73554531	301536.8825
822	33.7370088	301507.0844
823	33.73709301	301477.4071
824	33.73920468	301447.9056
825	33.73209281	301380.0431
826	33.73087432	301350.5981
827	33.73093784	301312.541
828	33.73062677	301283.1308
829	33.72883731	301253.7963
830	33.7241856	301224.3249
831	33.72061209	301194.9989
832	33.71334483	301165.7569
833	33.72191911	301136.5799
834	33.71608469	301107.3799
835	33.71800141	301069.3533
836	33.71600009	301040.1485
837	33.70929202	300973.0334
838	33.71493927	300943.8627
839	33.714672	300914.8668
840	33.7107907	300885.8286
841	33.70454376	300831.4522
842	33.70629551	300802.5233
843	33.70043453	300773.4833
844	33.69006456	300735.3882
845	33.68388252	300668.6994
846	33.68090362	300639.8121
847	33.67738027	300610.9915
848	33.67532448	300544.4773
849	33.66998971	300515.702
850	33.66594305	300486.9726
851	33.66551604	300449.2093
852	33.65291522	300382.8599
853	33.64794664	300354.1942
854	33.64563731	300325.5005
855	33.64422402	300297.0677
856	33.64527595	300250.4891
857	33.64754629	300222.1136
858	33.65153931	300193.5776
859	33.65170599	300155.8885
860	33.65267932	300127.5966
861	33.64835982	300089.9608
862	33.64828646	300052.3588
863	33.65174967	300024.0355
864	33.64639253	299995.7614
865	33.64585115	299929.8102
866	33.64448704	299901.6297
867	33.64778289	299873.4542
868	33.6475146	299845.4087
869	33.63975805	299799.3894
870	33.63821101	299761.8855
871	33.63792578	299733.8956
872	33.64732915	299696.452
873	33.65500159	299659.0472
874	33.65672956	299621.7136
875	33.65483494	299556.4366
876	33.65120966	299528.2953
877	33.65160766	299500.4001
878	33.65058823	299463.1559
879	33.65018025	299435.3259
880	33.64816696	299398.1218
881	33.64103778	299370.2187
882	33.63378049	299305.0758
883	33.63190318	299267.9933
884	33.63189795	299240.2698
885	33.63235432	299212.5445
886	33.63391635	299175.5111
887	33.63182816	299147.816
888	33.62727226	299119.9722
889	33.62329971	299092.3716
890	33.6150352	299064.6612
891	33.60435828	299016.5815
892	33.6018473	298988.9894
893	33.59767482	298961.5422
894	33.59684204	298934.151
895	33.59571396	298906.7406
896	33.58932424	298856.1493
897	33.5856813	298828.8022
898	33.59059521	298801.468
899	33.58499848	298774.2248
900	33.58388085	298737.2779
901	33.57827321	298692.5007
902	33.57666159	298655.5734
903	33.57902541	298591.5782
904	33.57180441	298546.9152
905	33.5746859	298519.697
906	33.57559262	298482.9406
907	33.56834002	298435.4941
908	33.56284693	298408.3622
909	33.55575674	298364.0415
910	33.55632107	298327.2758
911	33.55587761	298300.3488
912	33.55231973	298273.4003
913	33.54772253	298246.4756
914	33.54664267	298219.617
915	33.53944462	298156.137
916	33.53754525	298119.481
917	33.53147589	298072.1631
918	33.52507323	298008.9293
919	33.53302635	297982.2311
920	33.53756919	297955.3897
921	33.53474676	297928.7808
922	33.53467122	297902.216
923	33.53978129	297865.7294
924	33.55138945	297839.0285
925	33.54528959	297795.1442
926	33.55090403	297732.2334
927	33.55185037	297705.8053
928	33.55356283	297679.3695
929	33.55010374	297653.0008
930	33.55030401	297626.689
931	33.54627894	297600.3538
932	33.54612173	297563.9857
933	33.54858924	297537.7211
934	33.54795637	297501.3223
935	33.54391942	297475.0548
936	33.53867716	297412.5381
937	33.53160784	297350.0635
938	33.53499474	297323.8358
939	33.53738552	297287.5761
940	33.52615504	297224.594
941	33.5307838	297198.4834
942	33.52713141	297172.2437
943	33.51805542	297146.2038
944	33.51248407	297120.2087
945	33.51303525	297094.2673
946	33.5083084	297068.327
947	33.50597993	297042.476
948	33.49946645	297006.2803
949	33.49581608	296980.439
950	33.49095828	296954.6325
951	33.48441649	296892.7313
952	33.47816498	296830.8682
953	33.47436753	296805.2084
954	33.47278848	296779.5928
955	33.46047285	296717.9713
956	33.46325752	296692.4169
957	33.46301937	296656.4862
958	33.46101708	296630.9443
959	33.45969539	296595.0607
960	33.45638497	296569.4345
961	33.45218319	296543.8325
962	33.4454392	296487.6553
963	33.4496718	296462.2581
964	33.44333968	296436.8438
965	33.44188901	296400.9866
966	33.44040805	296375.3516
967	33.43491038	296349.7267
968	33.43571124	296324.3129
969	33.4303961	296278.6238
970	33.43065132	296242.8826
971	33.43019775	296207.1878
972	33.42477191	296146.3196
973	33.42163374	296121.1321
974	33.42137741	296096.0274
975	33.42309422	296070.9341
976	33.41680108	296010.137
977	33.41278415	295968.3741
978	33.41111386	295943.3566
979	33.39802582	295918.3062
980	33.39523081	295882.6953
981	33.39222699	295857.7488
982	33.39027813	295832.8882
983	33.38764577	295807.9944
984	33.38814925	295783.1872
985	33.38148457	295722.7826
986	33.37799894	295698.0226
987	33.3793583	295673.3272
988	33.37371792	295613.1594
989	33.37649368	295577.7025
990	33.36895622	295542.2382
991	33.36876355	295517.6056
992	33.36513934	295492.8335
993	33.36556996	295468.2648
994	33.36631979	295443.6041
995	33.36787449	295419.0739
996	33.35591719	295359.1802
997	33.35782709	295323.846
998	33.35648689	295299.3615
999	33.35504085	295274.9455
1000	33.34788157	295250.2611
1001	33.34707681	295215.0113
1002	33.34395734	295190.658
1003	33.3352088	295143.4627
1004	33.33192196	295119.1344
1005	33.33220646	295083.9384
